tweet_id,img_num,breed,timestamp,rating_numerator,rating_denominator,name,dog_nickname,favorite_count,retweet_count
692905862751522816,1,Mexican_hairless,2016-01-29 03:03:25,10,10,none,pupper,2231,789
693095443459342336,1,Yorkshire_terrier,2016-01-29 15:36:45,10,10,Milo,pupper,1696,403
693109034023534592,1,cocker_spaniel,2016-01-29 16:30:45,11,10,none,none,1559,549
693155686491000832,3,Shih-Tzu,2016-01-29 19:36:08,12,10,Dunkin,none,7254,2889
693231807727280129,1,vizsla,2016-01-30 00:38:37,9,10,Bodie,none,2644,669
693262851218264065,1,golden_retriever,2016-01-30 02:41:58,11,10,none,pupper,2036,452
693280720173801472,1,Labrador_retriever,2016-01-30 03:52:58,10,10,Sadie,none,3082,1120
693622659251335168,1,malamute,2016-01-31 02:31:43,10,10,none,none,1415,336
693629975228977152,1,pug,2016-01-31 03:00:47,12,10,none,pupper,2254,719
693642232151285760,1,Scottish_deerhound,2016-01-31 03:49:30,9,10,Freddery,none,2346,376
693942351086120961,1,groenendael,2016-01-31 23:42:03,10,10,Kobe,none,1619,328
694001791655137281,1,Pembroke,2016-02-01 03:38:15,11,10,Chester,none,3135,923
694183373896572928,1,Pekinese,2016-02-01 15:39:48,9,10,Lola,none,2703,842
694206574471057408,1,Shih-Tzu,2016-02-01 17:11:59,10,10,Martha,none,3809,1846
694329668942569472,1,boxer,2016-02-02 01:21:07,9,10,Grady,pupper,1817,449
694352839993344000,2,Australian_terrier,2016-02-02 02:53:12,10,10,Oliviér,none,1877,538
695051054296211456,1,Boston_bull,2016-02-04 01:07:39,6,10,Bria,none,2431,715
695074328191332352,1,Shih-Tzu,2016-02-04 02:40:08,11,10,Lorenzo,pupper,2603,990
695095422348574720,1,papillon,2016-02-04 04:03:57,12,10,none,pupper,2449,549
695314793360662529,2,Maltese_dog,2016-02-04 18:35:39,10,10,Colin,none,3325,1294
695409464418041856,1,pug,2016-02-05 00:51:51,10,10,Bob,none,7971,3234
695446424020918272,1,basenji,2016-02-05 03:18:42,12,10,none,none,4081,1649
695629776980148225,1,Old_English_sheepdog,2016-02-05 15:27:17,8,10,Calvin,none,4182,1889
695794761660297217,1,Samoyed,2016-02-06 02:22:53,13,10,Wyatt,none,2915,705
758854675097526272,4,Old_English_sheepdog,2016-07-29 02:40:28,11,10,LilliBee,none,3314,837
759047813560868866,1,Labrador_retriever,2016-07-29 15:27:55,11,10,Queen,none,6047,1844
759099523532779520,1,Shetland_sheepdog,2016-07-29 18:53:24,7,10,Toby,none,13565,3804
759197388317847553,1,kuvasz,2016-07-30 01:22:17,12,10,Luna,none,5684,1797
759447681597108224,1,kuvasz,2016-07-30 17:56:51,11,10,Oakley,none,7910,2266
759557299618865152,2,golden_retriever,2016-07-31 01:12:26,10,10,Emma,none,4383,1100
759793422261743616,2,golden_retriever,2016-07-31 16:50:42,12,10,Maggi,none,5560,1756
759846353224826880,1,Sussex_spaniel,2016-07-31 20:21:02,11,10,Kirby,none,6268,1791
760290219849637889,1,Old_English_sheepdog,2016-08-02 01:44:48,13,10,Rocco,none,24992,10522
